"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida"
"«Dos visiones sobre el matrimonio igualitario en Colombia». El Tiempo. Bogotá: eltiempo.com, 2015-06-30.";;"El Tiempo";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Colombia";"Caribe continental";"Entrevista";;"a la práctica y eso significa aprobar leyes como esta, que son para una mayoría, porque ya los homosexuales definen elecciones como la de Estados Unidos, no en vano el presidente Barack Obama se refirió al tema y lo reconoció, porque entiende el significado que tiene el voto homosexual para definir la Presidencia, y cada vez más tendrán más peso.";"no"
"Bossay, Claudia: «Allende en su laberinto». la Fuga. Santiago de Chile: lafuga.cl, 2015.";"Bossay, Claudia";"la Fuga";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Chile";"Chilena";"Crítica";"Publicación anual";"Con respecto a la ficcionalización, que interesante hubiese sido un guión más íntimo, con más fantasmas del futuro que no fue, de las malas decisiones del pasado, fantasmas de quienes morirían en los siguientes años y del futuro que sí pasará. Más mea culpas, más discusiones reflexivas (al estilo de Compañero Presidente, 1971) más niños de Palmilla que pueden o no haber sido Littin, más discusiones con apariciones de amigos como con Eduardo Perro Olivares (Horacio Videla) y la sutil simpleza del diálogo imaginario de la grabación de adiós. Esa ficcionalización hubiese sido";"no"
"«Sector transporte emite 67% de emisiones contaminantes. Vehículos particulares: el desafío que amenaza con tumbar la meta carbono-neutral al 2021». Crhoy.com. San José: crhoy.com, 2015-04-19.";;"Crhoy.com";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Costa Rica";"México y Centroamérica";"Divulgación";;"Los carros entre más viejos más contaminan, más caros nos salen a nosotros y ocupamos programas como el Programa de Adquisición de Vehículos Eficientes (Pave) que incentivan la adquisición de vehículos eficientes y contemplan que si usted tiene un carro viejo, el distribuidor se lo reconoce y va a la recicladora, reseñó el jerarca.";"no"
"Rodríguez, Santiago: «El trabajador ""en negro"" termina subsidiando a la élite del mercado laboral». 5días. Asunción: 5dias.com.py, 2015-07-03.";"Rodríguez, Santiago";"5días";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Paraguay";"Río de la Plata";"Noticia";;"el subdesarrollo hay un mercado laboral formal y otro informal mucho más grande que el primero. La injusticia se origina como un efecto directo de la segmentación del mercado laboral. No ocurriría si el mercado fuera mayoritariamente formal. El idealismo de Bismarck se convierte así en una maquinaria casi perfecta para transferir recursos desde el que más necesita hacia los sectores más privilegiados del mercado de trabajo.";"no"
"Casas-Correa, Maribel: «Teatros de papel 1765-1860. ¿Construcción de un modelo ""a la francesa""?». Revista de Arquitectura. Bogotá: editorial.ucatolica.edu.co/ojsucatolica/revistas_ucatolica/index.php/RevArq, 2015-01.";"Casas-Correa, Maribel";"Revista de Arquitectura";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Colombia";"Caribe continental";"Académico";"Periodicidad: anual";"del teatro, inaugurado casi dos décadas antes. En ese texto, Ledoux ?quien fue encarcelado durante la Revolución por su postura política a favor de la monarquía? presenta una visión democrática del teatro que se refleja en la arquitectura del teatro de Besanzón. El autor afirma que: ""Aquel que pagará más estará más cerca; aquel que pagará menos estará más alejado; pero todos, pagando, habrán adquirido el derecho de estar sentados cómodamente, seguramente; habrán adquirido el derecho de ver en un radio equivalente, y de ser bien vistos"".";"no"
"Villalobos, Alejandro: «Robots cada vez más humanos». El Carabobeño. Valencia: el-carabobeno.com, 2015-02-15.";"Villalobos, Alejandro";"El Carabobeño";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Venezuela";"Caribe continental";"Divulgación";;"Si Isaac Asimov viviera en esta época, los grandes avances en robótica habrían provocado un trabajo literario más prolifero y aún más denso. La variedad de funciones que hoy realizan algunos prototipos dejan volar la imaginación a más de uno, pero es esa tendencia a que parezcan cada vez más humanos lo que hace destacar a más de uno.";"no"
"Salazar de León, Rogelio: «La historia es de las palabras y no al revés». elPeriódico. El Acordeón. Guatemala: elperiodico.com.gt, 2015-10-04.";"Salazar de León, Rogelio";"elPeriódico. El Acordeón";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Guatemala";"México y Centroamérica";"Opinión";;"arribo del tiempo histórico al mundo moderno significa el ingreso de la plena y absoluta secularización, entendida en su sentido más amplio como desacralización de todo lo que convierte al hombre en humano, y ha servido como para que el hombre ejerza de listo y pueda llenarse la boca diciendo cosas como: tener más es ser más.";"no"
"«Mascotas dormilonas cargan energías». ABC Color. Casa y jardín. Asunción: ABC Color.com.py/casa-y-jardin, 2015-12-05.";;"ABC Color. Casa y jardín";2015;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Paraguay";"Río de la Plata";"Noticia";"Periodicidad: semanal";"Un dato curioso es que según nuestro entrevistado ""los perros así como los humanos también sueñan y tienen pesadillas"". Resalta que los cachorritos son los que más duermen y tienen más tiempo de sueño, en relación con uno adulto.";"no"
"Gutiérrez Valero, Mª Ángeles: «¿Dudas sobre trabajar activamente tu marca en Google Plus?». Apasionada de las Redes Sociales. https://apasionadadelasredessociales.wordpress.com/: apasionadadelasredessociales.wordpress.com, 2016-01-12.";"Gutiérrez Valero, Mª Ángeles";"Apasionada de las Redes Sociales";2016;"Fecha de escritura";"No ficción";"Escrito";" ";"Ciencias y tecnología";"España";;"Blog";;"Recuerda: no publiques demasiado, adáptate al plan editorial que tú mismo hayas creado. No por publicar más vas a llegar a más gente, por el contrario puedes cansarles y que te contemplen como spam.";"no"
"Restrepo, Laura: «Las Susanas en su paraíso». Pecado. Barcelona: Alfaguara, 2016.";"Restrepo, Laura";"Pecado";2016;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"Colombia";"Caribe continental";"Ficción";;"de un golpe la puerta del baño, lo divisa. Con la toalla se le mide a capotazos que le salen atemorizados, apenas espavientos histéricos con resultado opuesto al deseado: el intruso embiste la toalla en vez de alejarse, excitado por los griticos quebrados de su víctima, y cuanto más lo torea ella, más arremete él y más cerca le salta, despidiendo un olor rancio por los cráteres de su coraza y cayendo al suelo, ¡plof!, con un ruido pegachento de globo de caucho repleto de agua.";"no"
"Valdano, Jorge: Fútbol: El juego infinito. Barcelona: Conecta, 2016.";"Valdano, Jorge";"Fútbol: El juego infinito";2016;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";"Divulgación";;"La enemistad entre el fútbol y la palabra viene de la noche de los tiempos. Al jugador, eso sí, no le importaba en absoluto. El que más se reía de la anécdota de Más era el propio Más. Cuando pedí a mi compañero del Madrid que cambiara la palabra «terco» por «parco», respondió: «Ya está el filósofo este corrigiendo». Como pueden ver, a un simple corrector se lo ascendía a filósofo. Hoy, el jugador es más consciente de su responsabilidad";"no"
"Arce Sanabria, José Luis; Morales Zúñiga, Laura: «Capítulo 6. Costa Rica». Salaverría, Ramón [coord.]: Ciberperiodismo en Iberoamérica. Madrid: Fundación Telefónica, 2016.";"Salaverría, Ramón [coord.]";"Ciberperiodismo en Iberoamérica";2016;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"Costa Rica";"México y Centroamérica";"Divulgación";;"Según un estudio realizado por la empresa de investigación de mercados Unimer para el periódico El Financiero, en 2012 Facebook era la red social más recomendada y más utilizada por las personas entre 12 y 75 años que viven en la Gran Área Metropolitana (GAM). La usaban 861.000 personas, 118.000 personas más que en 2011, y 849.000 decían que era su red principal (Carazo, 2013). Además, el estudio de Arce (2012) reveló que";"no"
"Zanada, Jorge: El cine nos enseña. Reflexiones experimentadas sobre el arte de la realización audiovisual. La Plata: Editorial de la Universidad de La Plata, 2016.";"Zanada, Jorge";"El cine nos enseña. Reflexiones experimentadas sobre el arte de la realización audiovisual";2016;"Primera edición";"No ficción";"Escrito";"Libro";"Artes, cultura y espectáculos";"Argentina";"Río de la Plata";"Académico";;"Es fundamental acá tener clara la diferencia tal vez sutil, entre lo que más atrae y lo que más interesa a nuestro espectador.";"no"
"Vargas, Ricardo; Zegarra, Eduardo: «Análisis socioeconómico de los arreglos institucionales existentes en la cadena de palma aceitera en el Perú». Fort, Ricardo; Borasino, Elena [eds.]: ¿Agroindustria en la Amazonía? Posibilidades para el desarrollo inclusivo y sostenible de la palma aceitera en el Perú. Lima: GRADE, 2016.";"Fort, Ricardo; Borasino, Elena [eds.]";"¿Agroindustria en la Amazonía? Posibilidades para el desarrollo inclusivo y sostenible de la palma aceitera en el Perú";2016;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"Perú";"Andina";"Académico";;"se registra la mayor expansión esperada. Estos resultados por zonas reflejan la distinta dotación de tierra potencial para expandir el cultivo. En general, es importante destacar el alto potencial para aumentar la productividad, esto puede ser un lineamiento de política prioritario, antes que seguir promoviendo la expansión, ya que existe evidencia de que los que más buscan expandir son los más grandes.";"no"
"Vargas Llosa, Mario: Cinco Esquinas. Barcelona: Alfaguara, 2016.";"Vargas Llosa, Mario";"Cinco Esquinas";2016;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Perú";"Andina";"Ficción";;"—Ése es el periodismo que más vende y el más moderno del mundo de hoy, ingeniero —le explicó, con ademanes pedagógicos, Rolando Garro—. Destapes le hará ganar mucha plata, le aseguro. ¿No es eso lo que importa a un capitalista? Ganar dividendos, solcitos contantes y sonantes. Pero, además, y eso es quizás";"no"
"Caputo, Giuseppe: Un mundo huérfano. Bogotá: Penguin Random House Grupo Editorial, S. A. S., 2016.";"Caputo, Giuseppe";"Un mundo huérfano";2016;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"Mientras tanto, la luna sigue en su descenso. Cuanto más cerca de la tarima, más gritan ellos, más bailan. De pronto otra luz los detiene —no: los serena—: como si estuvieran en cámara lenta, los hombres siguen bailando, y su movimiento enfebrecido parece inmóvil, un segundo, inmóvil el siguiente, lento. Cada hombre parece dos, parece uno, parece más.";"no"
"Redondo, Dolores: Todo esto te daré. Barcelona: Planeta, 2016.";"Redondo, Dolores";"Todo esto te daré";2016;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";"Esta novela obtuvo el Premio Planeta 2016";"— Colgué sin decir nada. El teléfono volvió a sonar inmediatamente. Supongo que el hombre de la cabina creyó que la llamada se había cortado. No lo cogí. Fui a por un café, como disculpa para huir de allí. Cuando regresé, Álvaro ya había vuelto. No llegaron más llamadas, aunque más tarde volví a verle hablando por ese teléfono. Cuando terminó, salió y me dijo que tenía que adelantar la reunión con The Hero’s Works y que saldría de viaje de inmediato, y que «oficialmente» pasaría el fin de semana en Barcelona en la convención de Condal Hotels.";"no"
"Alcaide Hernández, Francisco: Aprendiendo de los mejores: tu desarrollo personal es tu destino. Barcelona: Alienta Editorial, 2016.";"Alcaide Hernández, Francisco";"Aprendiendo de los mejores: tu desarrollo personal es tu destino";2016;"Ver nota";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;"Divulgación";"10.ª edición, ampliada y actualizada";"8. Recuerda que el mundo de allí fuera refleja tu realidad de aquí dentro. Las personas ante las cuales tu reacción es más fuerte, sea de amor u odio, son proyecciones de tu mundo interior. Lo que más odias es lo que más niegas en ti mismo. Lo que más amas es lo que más deseas dentro de ti.";"no"
"Alcaide Hernández, Francisco: Aprendiendo de los mejores: tu desarrollo personal es tu destino. Barcelona: Alienta Editorial, 2016.";"Alcaide Hernández, Francisco";"Aprendiendo de los mejores: tu desarrollo personal es tu destino";2016;"Ver nota";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;"Divulgación";"10.ª edición, ampliada y actualizada";"8. Recuerda que el mundo de allí fuera refleja tu realidad de aquí dentro. Las personas ante las cuales tu reacción es más fuerte, sea de amor u odio, son proyecciones de tu mundo interior. Lo que más odias es lo que más niegas en ti mismo. Lo que más amas es lo que más deseas dentro de ti.";"no"
"Alcaide Hernández, Francisco: Aprendiendo de los mejores: tu desarrollo personal es tu destino. Barcelona: Alienta Editorial, 2016.";"Alcaide Hernández, Francisco";"Aprendiendo de los mejores: tu desarrollo personal es tu destino";2016;"Ver nota";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;"Divulgación";"10.ª edición, ampliada y actualizada";"Sí, al mercado le encanta identificarse con los mejores: con los más guapos, con los más innovadores, con los que más venden, con los más premiados, con los más algo. Al público le encanta sentirse cerca de aquellos que ocupan las butacas de primera fila de cualquier industria. Vincularse emocionalmente a lo que tiene buena fama. Sí, la buena fama vende. La fama produce a menudo un efecto «bola de";"no"
